genus	species	scientific_name_new	accession	genome	phenotype	antibiotic	measurement_value	ani	new_genus	recategorized_mic	phenotype_assigned
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3159159	ENA_SAMN04482444	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3218389	ENA_SAMN04545397	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170589	ENA_SAMN04488270	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3225242	ENA_SAMN04550116	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133099	ENA_SAMN04447714	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3197591	ENA_SAMN04525191	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3146385	ENA_SAMN04457329	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3227031	ENA_SAMN04555217	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137569	ENA_SAMN04450955	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170255	ENA_SAMN04487136	Intermediate	CAZ	16	0.98	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3159150	ENA_SAMN04482435	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3224796	ENA_SAMN04549827	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3228569	ENA_SAMN04555515	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131162	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131211	ENA_SAMN04446473	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131213	ENA_SAMN04446475	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131210	ENA_SAMN04446472	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3159154	ENA_SAMN04482439	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133087	ENA_SAMN04447702	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223469	ENA_SAMN04549259	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3159151	ENA_SAMN04482436	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223172	ENA_SAMN04547099	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137570	ENA_SAMN04450956	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3227037	ENA_SAMN04555223	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131146	ENA_SAMN04446440	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3225238	ENA_SAMN04550113	Intermediate	CAZ	16	0.981	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137568	ENA_SAMN04450954	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3217329	ENA_SAMN04515403	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223557	ENA_SAMN04549307	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133091	ENA_SAMN04447706	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3224996	ENA_SAMN04549878	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3228559	ENA_SAMN04555505	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131219	ENA_SAMN04446540	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131149	ENA_SAMN04446443	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417329	ENA_SAMN05898669	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417380	ENA_SAMN05898588	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069773	ENA_SAMEA1032471	Susceptible	ERY	0.03	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072357	ENA_SAMN03764948	Susceptible	ERY	0.06	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129188	ENA_SAMEA1463089	Susceptible	ERY	0.094	0.99	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR065971	ENA_SAMEA1032707	Susceptible	ERY	0.03	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417408	ENA_SAMN05898613	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129205	ENA_SAMEA1463013	Susceptible	ERY	0.064	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072248	ENA_SAMN03764932	Susceptible	ERY	0.06	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417391	NA	Susceptible	ERY	0.25	NA	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417397	ENA_SAMN05898603	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417302	ENA_SAMN05898644	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417370	ENA_SAMN05898579	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072224	ENA_SAMN03765038	Susceptible	ERY	0.03	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417299	ENA_SAMN05898544	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR016843	NA	Susceptible	ERY	0.12	NA	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069713	ENA_SAMEA1032450	Susceptible	ERY	0.06	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069782	ENA_SAMEA1032583	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR124252	ENA_SAMEA1463226	Susceptible	ERY	0.094	0.991	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072296	ENA_SAMN03764965	Susceptible	ERY	0.03	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072227	ENA_SAMN03764951	Susceptible	ERY	0.03	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR068046	ENA_SAMEA1032717	Susceptible	ERY	0.06	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069789	ENA_SAMEA1032562	Susceptible	ERY	0.03	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR065342	ENA_SAMEA1032634	Susceptible	ERY	0.06	0.989	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069708	ENA_SAMEA1032423	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072343	ENA_SAMN03764939	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072281	ENA_SAMN03765027	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069786	ENA_SAMEA1032491	Susceptible	ERY	0.03	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417317	ENA_SAMN05898658	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417291	ENA_SAMN05898636	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR124258	ENA_SAMEA1463274	Susceptible	ERY	0.064	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR023428	NA	Susceptible	ERY	0.125	NA	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129142	ENA_SAMEA1463168	Susceptible	ERY	0.094	0.99	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417367	NA	Susceptible	ERY	0.25	NA	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR065327	ENA_SAMEA1032647	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417359	ENA_SAMN05898569	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417343	ENA_SAMN05898556	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR307616	BVBRC_760756.3	Susceptible	ERY	0.12	0.991	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417305	ENA_SAMN05898647	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417354	ENA_SAMN05898564	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417329	ENA_SAMN05898669	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129117	ENA_SAMEA1463290	Susceptible	ERY	0.064	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069759	ENA_SAMEA1032677	Susceptible	ERY	0.03	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072263	ENA_SAMN03765101	Susceptible	ERY	0.03	0.989	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129161	ENA_SAMEA1463179	Susceptible	ERY	0.032	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129093	ENA_SAMEA1463085	Susceptible	ERY	0.064	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129041	ENA_SAMEA1463145	Susceptible	ERY	0.047	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR065969	ENA_SAMEA1032685	Susceptible	ERY	0.03	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069712	ENA_SAMEA1032468	Susceptible	ERY	0.06	0.989	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417297	ENA_SAMN05898641	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR124265	ENA_SAMEA1463183	Susceptible	ERY	0.032	0.989	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417314	ENA_SAMN05898655	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR124277	ENA_SAMEA1463139	Susceptible	ERY	0.094	0.99	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417372	ENA_SAMN05898581	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069760	ENA_SAMEA1032693	Susceptible	ERY	0.03	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR067976	ENA_SAMEA1032607	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417390	ENA_SAMN05898597	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417408	ENA_SAMN05898613	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR067995	ENA_SAMEA1032587	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072335	ENA_SAMN03764931	Susceptible	ERY	0.06	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072235	ENA_SAMN03764984	Susceptible	ERY	0.06	0.989	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072336	ENA_SAMN03764966	Susceptible	ERY	0.03	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072229	ENA_SAMN03764952	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129177	ENA_SAMEA1463203	Susceptible	ERY	0.032	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417425	ENA_SAMN05898629	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR067986	ENA_SAMEA1032426	Susceptible	ERY	0.06	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR065348	ENA_SAMEA1032467	Susceptible	ERY	0.06	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069691	ENA_SAMEA1032702	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR016847	NA	Susceptible	ERY	0.06	NA	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417401	ENA_SAMN05898607	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417419	ENA_SAMN05898623	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129172	ENA_SAMEA1463158	Susceptible	ERY	0.047	0.989	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417422	ENA_SAMN05898626	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR016723	NA	Susceptible	ERY	0.125	NA	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417288	NA	Susceptible	ERY	0.25	NA	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417383	ENA_SAMN05898591	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417346	ENA_SAMN05898558	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR067979	ENA_SAMEA1032662	Susceptible	ERY	0.06	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072291	ENA_SAMN03764934	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069837	ENA_SAMEA1032655	Susceptible	ERY	0.03	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR124278	ENA_SAMEA1463131	Susceptible	ERY	0.094	0.984	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417288	NA	Susceptible	ERY	0.25	NA	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR065296	ENA_SAMEA1032730	Susceptible	ERY	0.06	0.984	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072300	ENA_SAMN03764955	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417412	ENA_SAMN05898617	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417367	NA	Susceptible	ERY	0.25	NA	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417391	NA	Susceptible	ERY	0.25	NA	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417297	ENA_SAMN05898641	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417296	ENA_SAMN05898640	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069707	ENA_SAMEA1032441	Susceptible	ERY	0.06	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417336	ENA_SAMN05898552	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR065317	ENA_SAMEA1032470	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR124253	ENA_SAMEA1463170	Susceptible	ERY	0.094	0.99	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR068033	ENA_SAMEA1032627	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417421	ENA_SAMN05898625	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417373	ENA_SAMN05898582	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR023428	NA	Susceptible	ERY	0.125	NA	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417424	ENA_SAMN05898628	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072250	ENA_SAMN03764959	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR124220	ENA_SAMEA1463115	Susceptible	ERY	0.032	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129152	ENA_SAMEA1463247	Susceptible	ERY	0.064	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072214	ENA_SAMN03764975	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072338	ENA_SAMN03765017	Susceptible	ERY	0.06	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR065339	ENA_SAMEA1032590	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129063	ENA_SAMEA1463296	Susceptible	ERY	0.094	0.99	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR065355	ENA_SAMEA1032572	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129215	ENA_SAMEA1463063	Susceptible	ERY	0.047	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR124279	ENA_SAMEA1463294	Susceptible	ERY	0.094	0.99	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417309	NA	Susceptible	ERY	0.25	NA	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072319	ENA_SAMN03765031	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129163	ENA_SAMEA1463172	Susceptible	ERY	0.064	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072380	ENA_SAMN03765014	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417368	ENA_SAMN05898577	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072361	ENA_SAMN03764972	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129076	ENA_SAMEA1462991	Susceptible	ERY	0.064	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417365	ENA_SAMN05898574	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417374	ENA_SAMN05898538	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069792	ENA_SAMEA1032597	Susceptible	ERY	0.03	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069819	ENA_SAMEA1032718	Susceptible	ERY	0.03	0.991	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417340	ENA_SAMN05898554	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR345192	BVBRC_760767.3	Susceptible	ERY	0.12	0.99	Streptococcus	0.12	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072368	ENA_SAMN03765057	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069765	ENA_SAMEA1032631	Susceptible	ERY	0.03	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR129067	ENA_SAMEA1463237	Susceptible	ERY	0.064	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417417	ENA_SAMN05898622	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR2072334	ENA_SAMN03765005	Susceptible	ERY	0.06	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069824	ENA_SAMEA1032526	Susceptible	ERY	0.03	0.99	Streptococcus	0.06	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	SRR4417330	ENA_SAMN05898547	Susceptible	ERY	0.25	0.99	Streptococcus	0.25	Susceptible
Streptococcus	pneumoniae	Streptococcus pneumoniae	ERR069762	ENA_SAMEA1032746	Susceptible	ERY	0.03	0.99	Streptococcus	0.06	Susceptible
